MedianIncome,HouseAge,AvgRooms,AvgBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal,lat,lon,name,admin1,admin2,cc,IncomeCategory,HouseAgeCategory,bedrooms_per_room,rooms_per_person
8075.0,52.0,2.0,1.1,346.0,2.2,37.81,-122.28,137500.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,41-60,0.55,0.9090909090909091
18088.0,35.0,5.0,1.1,467.0,2.8,37.81,-122.28,118800.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,21-40,0.22000000000000003,1.7857142857142858
24083.0,52.0,6.0,1.2,377.0,3.3,37.81,-122.28,98200.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,41-60,0.19999999999999998,1.8181818181818183
9770.0,40.0,2.0,1.2,582.0,1.5,37.81,-122.27,118800.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,21-40,0.6,1.3333333333333333
7600.0,10.0,2.0,1.1,546.0,1.7,37.81,-122.27,162500.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,0-20,0.55,1.1764705882352942
9722.0,10.0,2.0,1.1,125.0,3.2,37.8,-122.27,137500.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,0-20,0.55,0.625
12434.0,52.0,2.0,0.9,396.0,4.7,37.8,-122.27,500000.99999999994,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,41-60,0.45,0.425531914893617
20938.0,16.0,2.0,1.1,800.0,2.2,37.8,-122.27,162500.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,0-20,0.55,0.9090909090909091
8668.0,52.0,2.0,1.0,904.0,10.3,37.8,-122.28,137500.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,41-60,0.5,0.1941747572815534
7500.0,52.0,2.0,0.9,191.0,5.6,37.8,-122.28,162500.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,41-60,0.45,0.35714285714285715
26355.0,27.0,3.0,1.1,718.0,2.4,37.79,-122.27,187500.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,21-40,0.3666666666666667,1.25
18477.0,39.0,3.0,1.3,1327.0,2.8,37.8,-122.27,179200.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,21-40,0.43333333333333335,1.0714285714285714
20096.0,36.0,2.0,1.1,3469.0,1.5,37.8,-122.26,130000.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,21-40,0.55,1.3333333333333333
28345.0,31.0,3.0,1.1,2048.0,1.7,37.82,-122.26,183800.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,21-40,0.3666666666666667,1.7647058823529411
20063.0,29.0,3.0,1.2,202.0,2.2,37.81,-122.26,125000.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,21-40,0.39999999999999997,1.3636363636363635
12185.0,22.0,2.0,1.0,2024.0,1.6,37.82,-122.26,170000.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,21-40,0.5,1.25
26104.0,37.0,3.0,1.1,1838.0,1.9,37.82,-122.26,193100.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,21-40,0.3666666666666667,1.5789473684210527
24912.0,29.0,3.0,1.1,2304.0,1.8,37.81,-122.25,257799.99999999997,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,21-40,0.3666666666666667,1.6666666666666665
32177.0,28.0,3.0,1.1,2563.0,1.7,37.81,-122.25,273400.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,21-40,0.3666666666666667,1.7647058823529411
31250.0,39.0,3.0,1.1,389.0,1.7,37.81,-122.25,237500.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,21-40,0.3666666666666667,1.7647058823529411
25795.0,52.0,3.0,1.1,895.0,1.5,37.81,-122.25,350000.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,41-60,0.3666666666666667,2.0
28406.0,34.0,3.0,1.1,2689.0,1.5,37.81,-122.26,335700.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,21-40,0.3666666666666667,2.0
49306.0,52.0,6.0,0.9,674.0,2.8,37.82,-122.24,313400.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,41-60,0.15,2.142857142857143
32727.0,52.0,4.0,1.1,709.0,1.6,37.81,-122.24,268500.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,41-60,0.275,2.5
31691.0,52.0,4.0,1.1,686.0,1.6,37.81,-122.25,259400.0,37.80437,-122.2708,Oakland,California,Alameda County,US,Low,41-60,0.275,2.5
39000.0,52.0,4.0,1.0,1444.0,2.0,37.82,-122.24,275700.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,41-60,0.25,2.0
39063.0,28.0,4.0,1.1,1520.0,1.9,37.82,-122.25,225000.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,21-40,0.275,2.1052631578947367
50917.0,52.0,5.0,1.1,550.0,2.2,37.82,-122.25,262500.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.22000000000000003,2.2727272727272725
26429.0,32.0,3.0,1.1,1806.0,1.8,37.82,-122.25,218500.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,21-40,0.3666666666666667,1.6666666666666665
30233.0,26.0,3.0,1.0,1749.0,1.4,37.82,-122.25,254999.99999999997,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,21-40,0.3333333333333333,2.142857142857143
31484.0,52.0,4.0,1.1,939.0,1.8,37.83,-122.25,224100.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,41-60,0.275,2.2222222222222223
34722.0,35.0,3.0,1.0,675.0,1.6,37.83,-122.25,243100.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,21-40,0.3333333333333333,1.875
31429.0,52.0,4.0,1.0,534.0,1.8,37.83,-122.25,231599.99999999997,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,41-60,0.25,2.2222222222222223
24234.0,28.0,3.0,1.1,2558.0,1.5,37.83,-122.25,218500.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,21-40,0.3666666666666667,2.0
30897.0,52.0,4.0,1.1,1786.0,1.7,37.83,-122.25,234100.00000000003,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,41-60,0.275,2.3529411764705883
58596.0,50.0,6.0,1.1,970.0,2.6,37.84,-122.23,327600.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.18333333333333335,2.3076923076923075
52869.0,47.0,6.0,0.9,1098.0,2.3,37.84,-122.23,347600.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.15,2.608695652173913
59561.0,41.0,6.0,1.1,794.0,2.1,37.83,-122.24,366100.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.18333333333333335,2.857142857142857
49643.0,37.0,7.0,1.1,98.0,2.1,37.85,-122.24,335000.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,21-40,0.15714285714285717,3.333333333333333
63434.0,52.0,6.0,1.0,1061.0,2.6,37.85,-122.23,373600.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.16666666666666666,2.3076923076923075
51773.0,52.0,6.0,1.0,1177.0,2.1,37.84,-122.24,389500.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.16666666666666666,2.857142857142857
72354.0,52.0,7.0,1.0,901.0,2.5,37.85,-122.24,391100.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.14285714285714285,2.8
54570.0,28.0,5.0,1.1,2031.0,2.1,37.85,-122.22,337300.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,21-40,0.22000000000000003,2.380952380952381
75000.0,50.0,6.0,1.0,1031.0,2.2,37.84,-122.22,295200.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.16666666666666666,2.727272727272727
60194.0,44.0,5.0,1.0,1358.0,2.3,37.84,-122.21,292300.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.2,2.173913043478261
75544.0,40.0,7.0,1.0,1616.0,2.5,37.83,-122.21,411500.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,21-40,0.14285714285714285,2.8
60666.0,30.0,6.0,1.0,844.0,2.5,37.84,-122.2,311500.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,21-40,0.16666666666666666,2.4
70548.0,34.0,6.0,1.0,1140.0,2.3,37.84,-122.21,325900.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,21-40,0.16666666666666666,2.608695652173913
116017.0,18.0,8.0,1.1,533.0,2.7,37.84,-122.19,392600.0,37.87715,-122.17969,Orinda,California,Contra Costa County,US,High,0-20,0.1375,2.962962962962963
74882.0,35.0,6.0,1.0,1072.0,2.4,37.84,-122.2,319300.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,21-40,0.16666666666666666,2.5
68976.0,34.0,6.0,1.0,1627.0,2.1,37.83,-122.21,333300.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,21-40,0.16666666666666666,2.857142857142857
82049.0,28.0,6.0,1.0,463.0,2.4,37.83,-122.19,335200.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,21-40,0.16666666666666666,2.5
84010.0,26.0,7.0,1.1,542.0,2.6,37.83,-122.2,351200.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,21-40,0.15714285714285717,2.692307692307692
68538.0,29.0,6.0,1.0,661.0,2.5,37.83,-122.19,368900.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,21-40,0.16666666666666666,2.4
83170.0,32.0,6.0,1.0,635.0,2.4,37.82,-122.19,365900.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,21-40,0.16666666666666666,2.5
70175.0,37.0,6.0,1.0,420.0,2.4,37.82,-122.2,366700.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,21-40,0.16666666666666666,2.5
63302.0,39.0,7.0,1.1,1265.0,2.5,37.82,-122.2,362800.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,21-40,0.15714285714285717,2.8
63624.0,30.0,5.0,0.7,126.0,2.4,37.81,-122.18,483300.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,21-40,0.13999999999999999,2.0833333333333335
70549.0,52.0,6.0,1.0,813.0,2.3,37.82,-122.21,331400.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.16666666666666666,2.608695652173913
67851.0,45.0,6.0,1.0,1067.0,2.5,37.81,-122.2,323500.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.16666666666666666,2.4
28929.0,50.0,5.0,1.1,1260.0,2.3,37.8,-122.21,216699.99999999997,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,41-60,0.22000000000000003,2.173913043478261
30812.0,38.0,4.0,1.1,951.0,2.0,37.8,-122.21,233100.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,21-40,0.275,2.0
52402.0,52.0,6.0,0.9,510.0,2.3,37.81,-122.21,296400.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.15,2.608695652173913
65217.0,52.0,6.0,1.1,765.0,2.5,37.81,-122.22,273700.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.18333333333333335,2.4
32632.0,52.0,4.0,1.0,1129.0,2.5,37.8,-122.22,227700.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,41-60,0.25,1.6
30298.0,52.0,5.0,1.1,1073.0,2.4,37.8,-122.22,199600.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,41-60,0.22000000000000003,2.0833333333333335
45428.0,52.0,5.0,1.1,1185.0,2.3,37.8,-122.22,239800.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,41-60,0.22000000000000003,2.173913043478261
40720.0,52.0,5.0,1.0,756.0,2.2,37.81,-122.22,270100.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,41-60,0.2,2.2727272727272725
53509.0,52.0,5.0,1.0,1034.0,2.0,37.81,-122.22,302100.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.2,2.5
31603.0,52.0,4.0,1.1,787.0,1.7,37.8,-122.23,269500.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,41-60,0.275,2.3529411764705883
47709.0,52.0,6.0,1.1,612.0,2.9,37.81,-122.23,314700.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Low,41-60,0.18333333333333335,2.0689655172413794
81564.0,52.0,7.0,1.1,1021.0,2.7,37.81,-122.22,390100.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.15714285714285717,2.5925925925925926
88793.0,52.0,8.0,1.1,861.0,3.3,37.81,-122.23,410300.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.1375,2.4242424242424243
68591.0,52.0,7.0,1.0,953.0,2.9,37.81,-122.24,352400.0,37.82437,-122.23163,Piedmont,California,Alameda County,US,Medium,41-60,0.14285714285714285,2.413793103448276
